"MarkettypeID","TradingMonth","RiskPremium1","SMB1","HML1"
"P9710","2017-04","-0.021290","-0.048290","0.034389"
"P9712","2017-04","-0.019859","-0.050380","0.033696"
"P9713","2017-04","-0.019474","-0.049165","0.034121"
"P9715","2017-04","-0.021290","-0.048290","0.034389"
"P9714","2017-04","-0.021697","-0.049217","0.034233"
"P9701","2017-04","-0.014595","-0.062925","0.017695"
"P9703","2017-04","-0.032700","-0.043598","0.031641"
"P9716","2017-04","-0.014595","-0.062925","0.017695"
"P9717","2017-04","-0.035766","-0.044565","0.035007"
"P9705","2017-05","-0.060792","-0.017939","0.002273"
"P9706","2017-05","-0.007867","-0.070990","0.058584"
"P9707","2017-05","-0.037502","-0.013153","0.027380"
"P9709","2017-05","-0.011073","-0.066208","0.052539"
"P9710","2017-05","-0.011754","-0.064802","0.053163"
"P9712","2017-05","-0.007867","-0.070990","0.058584"
"P9713","2017-05","-0.008678","-0.069263","0.058880"
"P9715","2017-05","-0.011754","-0.064802","0.053163"
"P9714","2017-05","-0.011073","-0.066208","0.052539"
"P9701","2017-05","0.007599","-0.085106","0.065942"
"P9703","2017-05","-0.046599","-0.049004","0.026389"
"P9716","2017-05","0.007599","-0.085106","0.065942"
"P9717","2017-05","-0.049215","-0.040575","0.021292"
"P9705","2017-06","0.026469","-0.014905","0.000926"
"P9706","2017-06","0.039231","-0.007903","-0.015935"
"P9707","2017-06","0.057021","-0.028567","0.001036"
"P9709","2017-06","0.038463","-0.010485","-0.013642"
"P9710","2017-06","0.038920","-0.010644","-0.014050"
"P9712","2017-06","0.039231","-0.007903","-0.015935"
"P9713","2017-06","0.039697","-0.008057","-0.016142"
"P9715","2017-06","0.038920","-0.010644","-0.014050"
"P9714","2017-06","0.038463","-0.010485","-0.013642"
"P9701","2017-06","0.027746","-0.003027","-0.021646"
"P9703","2017-06","0.068770","-0.024746","0.009260"
"P9716","2017-06","0.027746","-0.003027","-0.021646"
"P9717","2017-06","0.060895","-0.029147","0.012365"
"P9705","2017-07","-0.043702","-0.034843","0.000541"
"P9706","2017-07","0.037928","-0.026612","0.042405"
"P9707","2017-07","0.019504","0.002926","0.003206"
"P9709","2017-07","0.032976","-0.034240","0.046385"
"P9710","2017-07","0.032639","-0.032893","0.045476"
"P9712","2017-07","0.037928","-0.026612","0.042405"
"P9713","2017-07","0.037438","-0.025299","0.041626"
"P9715","2017-07","0.032639","-0.032893","0.045476"
"P9714","2017-07","0.032976","-0.034240","0.046385"
"P9701","2017-07","0.050815","-0.034659","0.031746"
"P9703","2017-07","0.006382","-0.013016","0.029214"
"P9716","2017-07","0.050815","-0.034659","0.031746"
"P9717","2017-07","-0.002740","-0.022369","0.029710"
"P9705","2017-08","0.061537","0.008014","-0.008117"
"P9706","2017-08","0.026230","-0.000190","-0.007052"
"P9707","2017-08","-0.009022","0.013710","-0.011906"
"P9709","2017-08","0.028265","0.003579","-0.011616"
"P9710","2017-08","0.027344","0.003518","-0.011131"
"P9712","2017-08","0.026230","-0.000190","-0.007052"
"P9713","2017-08","0.025308","-0.000506","-0.007168"
"P9715","2017-08","0.027344","0.003518","-0.011131"
"P9714","2017-08","0.028265","0.003579","-0.011616"
"P9701","2017-08","0.027374","-0.002871","-0.008820"
"P9703","2017-08","0.023277","0.005849","-0.009534"
"P9716","2017-08","0.027374","-0.002871","-0.008820"
"P9717","2017-08","0.030150","0.009288","-0.014314"
"P9705","2017-09","0.023935","0.020411","-0.011026"
"P9706","2017-09","0.003619","-0.002169","-0.022543"
"P9707","2017-09","0.047980","-0.004300","0.029213"
"P9709","2017-09","0.004843","0.002243","-0.024569"
"P9710","2017-09","0.005865","0.003122","-0.021772"
"P9712","2017-09","0.003619","-0.002169","-0.022543"
"P9713","2017-09","0.004736","-0.001119","-0.020526"
"P9715","2017-09","0.005865","0.003122","-0.021772"
"P9714","2017-09","0.004843","0.002243","-0.024569"
"P9701","2017-09","-0.004101","-0.006560","-0.027999"
"P9703","2017-09","0.023230","-0.008270","-0.002393"
"P9716","2017-09","-0.004101","-0.006560","-0.027999"
"P9717","2017-09","0.023361","-0.002470","-0.003719"
"P9705","2017-10","-0.022248","-0.018319","-0.007949"
"P9706","2017-10","0.017334","-0.058829","-0.012845"
"P9707","2017-10","0.039598","-0.078230","0.039918"
"P9709","2017-10","0.014869","-0.059352","-0.010030"
"P9710","2017-10","0.015471","-0.059053","-0.007671"
"P9712","2017-10","0.017334","-0.058829","-0.012845"
"P9713","2017-10","0.017911","-0.057931","-0.009422"
"P9715","2017-10","0.015471","-0.059053","-0.007671"
"P9714","2017-10","0.014869","-0.059352","-0.010030"
"P9701","2017-10","0.018108","-0.058668","-0.021199"
"P9703","2017-10","0.015429","-0.057466","-0.003410"
"P9716","2017-10","0.018108","-0.058668","-0.021199"
"P9717","2017-10","0.008381","-0.057801","0.000624"
"P9705","2017-11","-0.071707","-0.020059","-0.018023"
"P9706","2017-11","-0.019926","-0.051230","0.034973"
"P9707","2017-11","-0.071220","0.008392","0.009479"
"P9709","2017-11","-0.023016","-0.050785","0.033737"
"P9710","2017-11","-0.024209","-0.050115","0.033299"
"P9712","2017-11","-0.019926","-0.051230","0.034973"
"P9713","2017-11","-0.021273","-0.050378","0.033942"
"P9715","2017-11","-0.024209","-0.050115","0.033299"
"P9714","2017-11","-0.023016","-0.050785","0.033737"
"P9701","2017-11","-0.011644","-0.054150","0.034394"
"P9703","2017-11","-0.040504","-0.038341","0.024301"
"P9716","2017-11","-0.011644","-0.054150","0.034394"
"P9717","2017-11","-0.046156","-0.037773","0.022673"
"P9705","2017-12","-0.012650","-0.015211","0.012904"
"P9706","2017-12","0.004534","-0.031322","-0.006110"
"P9707","2017-12","0.028624","-0.030559","0.044628"
"P9709","2017-12","0.003557","-0.030284","-0.005591"
"P9710","2017-12","0.004138","-0.030032","-0.003816"
"P9712","2017-12","0.004534","-0.031322","-0.006110"
"P9713","2017-12","0.005126","-0.030812","-0.003960"
"P9715","2017-12","0.004138","-0.030032","-0.003816"
"P9714","2017-12","0.003557","-0.030284","-0.005591"
"P9701","2017-12","0.003837","-0.031655","-0.008775"
"P9703","2017-12","0.006309","-0.034222","-0.001767"
"P9716","2017-12","0.003837","-0.031655","-0.008775"
"P9717","2017-12","0.002968","-0.031179","0.000910"
"P9705","2018-01","-0.042163","-0.033448","0.012314"
"P9706","2018-01","0.056036","-0.076472","0.073822"
"P9707","2018-01","0.001826","-0.051616","0.004950"
"P9709","2018-01","0.050313","-0.078602","0.072143"
"P9710","2018-01","0.049258","-0.078347","0.071531"
"P9712","2018-01","0.056036","-0.076472","0.073822"
"P9713","2018-01","0.054785","-0.076463","0.073207"
"P9715","2018-01","0.049258","-0.078347","0.071531"
"P9714","2018-01","0.050313","-0.078602","0.072143"
"P9701","2018-01","0.075915","-0.071360","0.080300"
"P9703","2018-01","0.005635","-0.058657","0.054454"
"P9716","2018-01","0.075915","-0.071360","0.080300"
"P9717","2018-01","-0.002945","-0.061493","0.048392"
"P9705","2018-02","-0.013169","-0.046290","0.026485"
"P9706","2018-02","-0.065262","-0.003826","-0.014120"
"P9707","2018-02","-0.042593","-0.011199","0.023077"
"P9709","2018-02","-0.062528","0.000824","-0.019696"
"P9710","2018-02","-0.062104","-0.000740","-0.018992"
"P9712","2018-02","-0.065262","-0.003826","-0.014120"
"P9713","2018-02","-0.064754","-0.004617","-0.012586"
"P9715","2018-02","-0.062104","-0.000740","-0.018992"
"P9714","2018-02","-0.062528","0.000824","-0.019696"
"P9701","2018-02","-0.071971","-0.001859","-0.017373"
"P9703","2018-02","-0.046605","-0.022156","-0.011420"
"P9716","2018-02","-0.071971","-0.001859","-0.017373"
"P9717","2018-02","-0.040815","-0.014919","-0.013171"
"P9705","2018-03","0.098010","0.040878","-0.011459"
"P9706","2018-03","-0.028024","0.059348","-0.053372"
"P9707","2018-03","-0.006048","0.042402","-0.020890"
"P9709","2018-03","-0.020946","0.064809","-0.060282"
"P9710","2018-03","-0.020628","0.064222","-0.059909"
"P9712","2018-03","-0.028024","0.059348","-0.053372"
"P9713","2018-03","-0.027529","0.058582","-0.053062"
"P9715","2018-03","-0.020628","0.064222","-0.059909"
"P9714","2018-03","-0.020946","0.064809","-0.060282"
"P9701","2018-03","-0.037026","0.051928","-0.068260"
"P9703","2018-03","-0.003690","0.054652","-0.036364"
"P9716","2018-03","-0.037026","0.051928","-0.068260"
"P9717","2018-03","0.014674","0.057164","-0.043633"
"P9705","2018-04","-0.038088","0.025793","-0.020413"
"P9706","2018-04","-0.033658","-0.013071","0.017899"
"P9707","2018-04","-0.076334","-0.000682","-0.082667"
"P9709","2018-04","-0.033943","-0.008427","0.013613"
"P9710","2018-04","-0.034858","-0.009510","0.010274"
"P9712","2018-04","-0.033658","-0.013071","0.017899"
"P9713","2018-04","-0.034642","-0.013926","0.014317"
"P9715","2018-04","-0.034858","-0.009510","0.010274"
"P9714","2018-04","-0.033943","-0.008427","0.013613"
"P9701","2018-04","-0.027563","-0.018676","0.021183"
"P9703","2018-04","-0.049524","0.003182","0.000327"
"P9716","2018-04","-0.027563","-0.018676","0.021183"
"P9717","2018-04","-0.047256","0.009456","-0.006408"
"P9705","2018-05","-0.034950","0.029846","-0.014087"
"P9706","2018-05","0.000181","-0.023170","-0.010749"
"P9707","2018-05","0.000085","-0.045152","-0.020372"
"P9709","2018-05","-0.002066","-0.024508","-0.006803"
"P9710","2018-05","-0.002022","-0.024634","-0.005787"
"P9712","2018-05","0.000181","-0.023170","-0.010749"
"P9713","2018-05","0.000179","-0.023728","-0.010503"
"P9715","2018-05","-0.002022","-0.024634","-0.005787"
"P9714","2018-05","-0.002066","-0.024508","-0.006803"
"P9701","2018-05","-0.000606","-0.012896","-0.009407"
"P9703","2018-05","0.002245","-0.025026","-0.017714"
"P9716","2018-05","-0.000606","-0.012896","-0.009407"
"P9717","2018-05","-0.005134","-0.023759","-0.014616"
"P9705","2018-06","-0.090072","-0.005387","-0.014434"
"P9706","2018-06","-0.077958","-0.037647","0.036344"
"P9707","2018-06","-0.057220","-0.016961","0.011781"
"P9709","2018-06","-0.078721","-0.035323","0.030075"
"P9710","2018-06","-0.078289","-0.034973","0.030120"
"P9712","2018-06","-0.077958","-0.037647","0.036344"
"P9713","2018-06","-0.077513","-0.036871","0.036188"
"P9715","2018-06","-0.078289","-0.034973","0.030120"
"P9714","2018-06","-0.078721","-0.035323","0.030075"
"P9701","2018-06","-0.070031","-0.048853","0.038248"
"P9703","2018-06","-0.098802","-0.022981","0.018827"
"P9716","2018-06","-0.070031","-0.048853","0.038248"
"P9717","2018-06","-0.097090","-0.019167","0.011288"
"P9705","2018-07","-0.027601","0.008991","-0.007558"
"P9706","2018-07","0.020468","-0.008531","0.028171"
"P9707","2018-07","0.005928","0.001238","-0.016675"
"P9709","2018-07","0.017369","-0.015700","0.029683"
"P9710","2018-07","0.017124","-0.015924","0.030134"
"P9712","2018-07","0.020468","-0.008531","0.028171"
"P9713","2018-07","0.020137","-0.008740","0.028834"
"P9715","2018-07","0.017124","-0.015924","0.030134"
"P9714","2018-07","0.017369","-0.015700","0.029683"
"P9701","2018-07","0.033336","-0.018696","0.021400"
"P9703","2018-07","-0.013796","0.027972","0.003021"
"P9716","2018-07","0.033336","-0.018696","0.021400"
"P9717","2018-07","-0.016579","0.014726","0.007721"
"P9705","2018-08","-0.083102","-0.006074","-0.023264"
"P9706","2018-08","-0.051639","-0.022948","0.027788"
"P9707","2018-08","-0.044638","0.023546","-0.019730"
"P9709","2018-08","-0.053599","-0.025361","0.024763"
"P9710","2018-08","-0.053415","-0.025126","0.024340"
"P9712","2018-08","-0.051639","-0.022948","0.027788"
"P9713","2018-08","-0.051485","-0.022463","0.026924"
"P9715","2018-08","-0.053415","-0.025126","0.024340"
"P9714","2018-08","-0.053599","-0.025361","0.024763"
"P9701","2018-08","-0.042469","-0.028303","0.013419"
"P9703","2018-08","-0.076916","-0.003343","0.025516"
"P9716","2018-08","-0.042469","-0.028303","0.013419"
"P9717","2018-08","-0.078152","-0.005535","0.015188"
"P9705","2018-09","-0.014477","0.004573","-0.020767"
"P9706","2018-09","0.032283","-0.042426","0.017606"
"P9707","2018-09","-0.012113","0.006460","-0.026884"
"P9709","2018-09","0.029420","-0.041665","0.017119"
"P9710","2018-09","0.028610","-0.040685","0.016260"
"P9712","2018-09","0.032283","-0.042426","0.017606"
"P9713","2018-09","0.031362","-0.041428","0.016991"
"P9715","2018-09","0.028610","-0.040685","0.016260"
"P9714","2018-09","0.029420","-0.041665","0.017119"
"P9701","2018-09","0.043963","-0.053685","0.015585"
"P9703","2018-09","-0.002111","-0.011821","0.006597"
"P9716","2018-09","0.043963","-0.053685","0.015585"
"P9717","2018-09","-0.004641","-0.011797","0.003910"
"P9705","2018-10","-0.108384","0.022296","0.025050"
"P9706","2018-10","-0.079742","-0.007119","0.053159"
"P9707","2018-10","-0.098217","-0.007651","-0.028962"
"P9709","2018-10","-0.081456","-0.008407","0.053826"
"P9710","2018-10","-0.081794","-0.008109","0.052365"
"P9712","2018-10","-0.079742","-0.007119","0.053159"
"P9713","2018-10","-0.080138","-0.006946","0.051262"
"P9715","2018-10","-0.081794","-0.008109","0.052365"
"P9714","2018-10","-0.081456","-0.008407","0.053826"
"P9701","2018-10","-0.069682","-0.006560","0.057567"
"P9703","2018-10","-0.109857","0.013525","0.029419"
"P9716","2018-10","-0.069682","-0.006560","0.057567"
"P9717","2018-10","-0.109559","0.011487","0.032368"
"P9705","2018-11","0.047519","0.004851","0.001085"
"P9706","2018-11","-0.001536","0.069027","-0.053123"
"P9707","2018-11","0.001077","0.020240","-0.026754"
"P9709","2018-11","0.001306","0.065215","-0.048491"
"P9710","2018-11","0.001301","0.064734","-0.048696"
"P9712","2018-11","-0.001536","0.069027","-0.053123"
"P9713","2018-11","-0.001483","0.068460","-0.052857"
"P9715","2018-11","0.001301","0.064734","-0.048696"
"P9714","2018-11","0.001306","0.065215","-0.048491"
"P9701","2018-11","-0.013530","0.071723","-0.048295"
"P9703","2018-11","0.034571","0.051031","-0.040331"
"P9716","2018-11","-0.013530","0.071723","-0.048295"
"P9717","2018-11","0.037132","0.041275","-0.031208"
"P9705","2018-12","-0.052071","0.031841","-0.003407"
"P9706","2018-12","-0.043654","0.000690","0.005153"
"P9707","2018-12","-0.033772","0.013930","0.001441"
"P9709","2018-12","-0.044170","0.001811","0.006282"
"P9710","2018-12","-0.043966","0.001835","0.005981"
"P9712","2018-12","-0.043654","0.000690","0.005153"
"P9713","2018-12","-0.043447","0.000958","0.004640"
"P9715","2018-12","-0.043966","0.001835","0.005981"
"P9714","2018-12","-0.044170","0.001811","0.006282"
"P9701","2018-12","-0.039018","-0.004455","-0.004659"
"P9703","2018-12","-0.056662","0.012251","0.009936"
"P9716","2018-12","-0.039018","-0.004455","-0.004659"
"P9717","2018-12","-0.055747","0.013988","0.008539"
"P9705","2019-01","-0.028176","-0.027726","0.018111"
"P9706","2019-01","0.040957","-0.070980","0.014490"
"P9707","2019-01","-0.003395","-0.047824","0.010245"
"P9709","2019-01","0.036757","-0.071486","0.014328"
"P9710","2019-01","0.035965","-0.070812","0.014778"
"P9712","2019-01","0.040957","-0.070980","0.014490"
"P9713","2019-01","0.040027","-0.070416","0.014809"
"P9715","2019-01","0.035965","-0.070812","0.014778"
"P9714","2019-01","0.036757","-0.071486","0.014328"
"P9701","2019-01","0.046955","-0.072893","0.011517"
"P9703","2019-01","0.023765","-0.056770","0.006261"
"P9716","2019-01","0.046955","-0.072893","0.011517"
"P9717","2019-01","0.013374","-0.055029","0.007173"
"P9705","2019-02","0.245121","0.007054","-0.037613"
"P9706","2019-02","0.138752","0.073606","-0.086794"
"P9707","2019-02","0.164014","-0.007528","0.002964"
"P9709","2019-02","0.144879","0.078433","-0.087294"
"P9710","2019-02","0.145244","0.076962","-0.085435"
"P9712","2019-02","0.138752","0.073606","-0.086794"
"P9713","2019-02","0.139263","0.071744","-0.084342"
"P9715","2019-02","0.145244","0.076962","-0.085435"
"P9714","2019-02","0.144879","0.078433","-0.087294"
"P9701","2019-02","0.117939","0.075143","-0.080918"
"P9703","2019-02","0.199583","0.033948","-0.032117"
"P9716","2019-02","0.117939","0.075143","-0.080918"
"P9717","2019-02","0.208389","0.035644","-0.035360"
"P9705","2019-03","0.100443","-0.003564","0.013365"
"P9706","2019-03","0.053549","0.061003","-0.052868"
"P9707","2019-03","0.030086","0.002188","-0.051406"
"P9709","2019-03","0.056444","0.058919","-0.050474"
"P9710","2019-03","0.055904","0.058794","-0.050072"
"P9712","2019-03","0.053549","0.061003","-0.052868"
"P9713","2019-03","0.053037","0.060627","-0.052459"
"P9715","2019-03","0.055904","0.058794","-0.050072"
"P9714","2019-03","0.056444","0.058919","-0.050474"
"P9701","2019-03","0.037620","0.073870","-0.053360"
"P9703","2019-03","0.096302","0.024981","-0.016877"
"P9716","2019-03","0.037620","0.073870","-0.053360"
"P9717","2019-03","0.097110","0.020408","-0.009718"
"P9705","2019-04","-0.046814","-0.001785","0.012857"
"P9706","2019-04","-0.000926","-0.037213","0.003408"
"P9707","2019-04","-0.013450","-0.022453","-0.034970"
"P9709","2019-04","-0.003953","-0.037047","0.007371"
"P9710","2019-04","-0.004151","-0.036912","0.006395"
"P9712","2019-04","-0.000926","-0.037213","0.003408"
"P9713","2019-04","-0.001205","-0.037217","0.002632"
"P9715","2019-04","-0.004151","-0.036912","0.006395"
"P9714","2019-04","-0.003953","-0.037047","0.007371"
"P9701","2019-04","0.008080","-0.048904","-0.004159"
"P9703","2019-04","-0.023842","-0.006925","0.010464"
"P9716","2019-04","0.008080","-0.048904","-0.004159"
"P9717","2019-04","-0.028440","-0.006216","0.009225"
"P9705","2019-05","-0.061229","0.055971","-0.014511"
"P9706","2019-05","-0.061333","0.015928","0.010929"
"P9707","2019-05","-0.076112","-0.006173","0.011822"
"P9709","2019-05","-0.061327","0.021057","0.007787"
"P9710","2019-05","-0.061618","0.020383","0.007883"
"P9712","2019-05","-0.061333","0.015928","0.010929"
"P9713","2019-05","-0.061644","0.015313","0.010811"
"P9715","2019-05","-0.061618","0.020383","0.007883"
"P9714","2019-05","-0.061327","0.021057","0.007787"
"P9701","2019-05","-0.057684","0.016979","0.009215"
"P9703","2019-05","-0.070931","0.023865","0.003088"
"P9716","2019-05","-0.057684","0.016979","0.009215"
"P9717","2019-05","-0.069026","0.036210","-0.003237"
"P9705","2019-06","0.013906","0.002266","-0.010106"
"P9706","2019-06","0.037596","-0.046862","-0.002843"
"P9707","2019-06","0.026091","-0.015115","-0.045016"
"P9709","2019-06","0.036086","-0.043652","-0.003961"
"P9710","2019-06","0.035889","-0.042599","-0.005215"
"P9712","2019-06","0.037596","-0.046862","-0.002843"
"P9713","2019-06","0.037354","-0.045390","-0.004023"
"P9715","2019-06","0.035889","-0.042599","-0.005215"
"P9714","2019-06","0.036086","-0.043652","-0.003961"
"P9701","2019-06","0.043526","-0.044353","-0.006326"
"P9703","2019-06","0.021906","-0.038414","-0.006224"
"P9716","2019-06","0.043526","-0.044353","-0.006326"
"P9717","2019-06","0.020315","-0.030894","-0.007172"
"P9705","2019-07","0.010304","-0.028134","0.004242"
"P9706","2019-07","-0.003139","-0.027305","-0.001429"
"P9707","2019-07","-0.004842","-0.031420","0.040636"
"P9709","2019-07","-0.002276","-0.025433","-0.003446"
"P9710","2019-07","-0.002325","-0.025821","-0.001551"
"P9711","2019-07","-0.000917","",""
"P9712","2019-07","-0.003135","-0.027305","-0.001429"
"P9713","2019-07","-0.003170","-0.027865","0.000847"
"P9715","2019-07","-0.002322","-0.025821","-0.001551"
"P9714","2019-07","-0.002273","-0.025433","-0.003446"
"P9701","2019-07","-0.004649","-0.023271","0.001772"
"P9703","2019-07","0.000921","-0.031847","-0.000022"
"P9716","2019-07","-0.004639","-0.023271","0.001772"
"P9717","2019-07","0.002818","-0.029410","-0.002515"
"P9705","2019-08","0.014089","-0.014364","-0.018826"
"P9706","2019-08","-0.016853","-0.006867","-0.051068"
"P9707","2019-08","-0.053898","-0.029394","0.016230"
"P9709","2019-08","-0.014815","-0.001761","-0.051703"
"P9710","2019-08","-0.015576","-0.001675","-0.050684"
"P9711","2019-08","-0.094483","",""
"P9712","2019-08","-0.017025","-0.006867","-0.051068"
"P9713","2019-08","-0.017790","-0.007137","-0.049326"
"P9715","2019-08","-0.015736","-0.001675","-0.050684"
"P9714","2019-08","-0.014980","-0.001761","-0.051703"
"P9701","2019-08","-0.021540","-0.010880","-0.053154"
"P9703","2019-08","-0.004656","-0.008028","-0.039327"
"P9716","2019-08","-0.021763","-0.010880","-0.053154"
"P9717","2019-08","-0.000860","-0.001177","-0.038887"
"P9705","2019-09","0.022968","0.005061","0.010924"
"P9706","2019-09","0.004565","0.004274","0.008199"
"P9707","2019-09","0.022910","0.006403","-0.015302"
"P9709","2019-09","0.005824","0.005405","0.004634"
"P9710","2019-09","0.006149","0.005229","0.003973"
"P9711","2019-09","-0.110315","",""
"P9712","2019-09","0.004306","0.004274","0.008199"
"P9713","2019-09","0.004684","0.003813","0.007744"
"P9714","2019-09","0.005580","0.005405","0.004634"
"P9715","2019-09","0.005909","0.005229","0.003973"
"P9701","2019-09","0.005090","0.008347","0.012516"
"P9703","2019-09","0.003215","0.007918","0.000774"
"P9716","2019-09","0.004729","0.008347","0.012516"
"P9717","2019-09","0.007319","0.007187","-0.001501"
"P9705","2019-10","0.014937","-0.002632","-0.039517"
"P9706","2019-10","0.012885","-0.025133","-0.001050"
"P9707","2019-10","-0.053497","0.019755","0.006066"
"P9709","2019-10","0.013028","-0.021785","-0.006668"
"P9710","2019-10","0.011777","-0.020625","-0.007013"
"P9711","2019-10","-0.101183","",""
"P9712","2019-10","0.012626","-0.025133","-0.001050"
"P9713","2019-10","0.011294","-0.023998","-0.001263"
"P9714","2019-10","0.012787","-0.021785","-0.006668"
"P9715","2019-10","0.011543","-0.020625","-0.007013"
"P9701","2019-10","0.013366","-0.027385","-0.003300"
"P9703","2019-10","0.011645","-0.021063","-0.017670"
"P9716","2019-10","0.013006","-0.027385","-0.003300"
"P9717","2019-10","0.012341","-0.011619","-0.028541"
"P9705","2019-11","-0.014534","-0.035423","0.026352"
"P9706","2019-11","-0.017420","-0.009090","0.002616"
"P9707","2019-11","-0.046510","-0.021673","0.088644"
"P9709","2019-11","-0.017215","-0.011236","0.004461"
"P9710","2019-11","-0.017726","-0.011676","0.005791"
"P9711","2019-11","-0.071074","",""
"P9712","2019-11","-0.017557","-0.009090","0.002616"
"P9713","2019-11","-0.018100","-0.009826","0.004470"
"P9714","2019-11","-0.017342","-0.011236","0.004461"
"P9715","2019-11","-0.017851","-0.011676","0.005791"
"P9701","2019-11","-0.019356","-0.006878","-0.000276"
"P9703","2019-11","-0.012412","-0.015484","0.008472"
"P9716","2019-11","-0.019539","-0.006878","-0.000276"
"P9717","2019-11","-0.012870","-0.020346","0.013125"
"P9705","2019-12","0.087662","0.008941","-0.008467"
"P9706","2019-12","0.062500","0.012705","-0.009799"
"P9707","2019-12","0.083608","-0.022071","-0.048097"
"P9709","2019-12","0.064303","0.017542","-0.014569"
"P9710","2019-12","0.064653","0.016861","-0.015133"
"P9711","2019-12","0.106649","",""
"P9712","2019-12","0.062620","0.012705","-0.009799"
"P9713","2019-12","0.063027","0.012309","-0.010896"
"P9714","2019-12","0.064410","0.017542","-0.014569"
"P9715","2019-12","0.064756","0.016861","-0.015133"
"P9701","2019-12","0.054114","0.023488","-0.010052"
"P9703","2019-12","0.084053","-0.011492","0.002954"
"P9716","2019-12","0.054311","0.023488","-0.010052"
"P9717","2019-12","0.084832","-0.003217","-0.001898"
"P9705","2020-01","0.060345","-0.037958","0.012394"
"P9706","2020-01","-0.022062","0.021915","-0.014788"
"P9707","2020-01","-0.009476","0.000788","-0.032181"
"P9709","2020-01","-0.015988","0.027171","-0.021090"
"P9710","2020-01","-0.015869","0.026843","-0.021177"
"P9711","2020-01","0.163560","",""
"P9712","2020-01","-0.021486","0.021915","-0.014788"
"P9713","2020-01","-0.021252","0.021596","-0.014952"
"P9714","2020-01","-0.015472","0.027171","-0.021090"
"P9715","2020-01","-0.015363","0.026843","-0.021177"
"P9701","2020-01","-0.031700","0.028616","-0.013197"
"P9703","2020-01","0.001883","0.006183","-0.014077"
"P9716","2020-01","-0.030851","0.028616","-0.013197"
"P9717","2020-01","0.014574","0.010266","-0.024319"
"P9705","2020-02","0.056777","-0.025407","-0.019442"
"P9706","2020-02","-0.022624","0.015968","-0.014188"
"P9707","2020-02","-0.048059","-0.026747","0.021020"
"P9709","2020-02","-0.016300","0.024031","-0.023956"
"P9710","2020-02","-0.016875","0.023670","-0.022694"
"P9711","2020-02","-0.018859","",""
"P9712","2020-02","-0.022607","0.015968","-0.014188"
"P9713","2020-02","-0.023105","0.015666","-0.012841"
"P9714","2020-02","-0.016310","0.024031","-0.023956"
"P9715","2020-02","-0.016883","0.023670","-0.022694"
"P9701","2020-02","-0.037009","0.017455","-0.018085"
"P9703","2020-02","0.011700","-0.011570","0.000176"
"P9716","2020-02","-0.036892","0.017455","-0.018085"
"P9717","2020-02","0.021917","-0.003702","-0.013597"
"P9705","2020-03","-0.090791","0.043696","0.016156"
"P9706","2020-03","-0.052331","0.026649","0.001431"
"P9707","2020-03","-0.094563","0.028879","-0.021366"
"P9709","2020-03","-0.055659","0.017325","0.010522"
"P9710","2020-03","-0.056364","0.016865","0.008597"
"P9711","2020-03","-0.151408","",""
"P9712","2020-03","-0.052791","0.026649","0.001431"
"P9713","2020-03","-0.053613","0.025836","-0.000540"
"P9714","2020-03","-0.056065","0.017325","0.010522"
"P9715","2020-03","-0.056759","0.016865","0.008597"
"P9701","2020-03","-0.042022","0.032527","0.000756"
"P9703","2020-03","-0.075736","0.043322","0.000349"
"P9716","2020-03","-0.042752","0.032527","0.000756"
"P9717","2020-03","-0.079297","0.034189","0.010533"
"P9705","2020-04","0.072866","-0.045678","-0.006935"
"P9706","2020-04","0.041410","-0.035073","-0.027088"
"P9707","2020-04","0.006233","-0.054870","0.025569"
"P9709","2020-04","0.044063","-0.031743","-0.030396"
"P9710","2020-04","0.043405","-0.031818","-0.030753"
"P9711","2020-04","0.100590","",""
"P9712","2020-04","0.041676","-0.035073","-0.027088"
"P9713","2020-04","0.041007","-0.035430","-0.026978"
"P9714","2020-04","0.044295","-0.031743","-0.030396"
"P9715","2020-04","0.043636","-0.031818","-0.030753"
"P9701","2020-04","0.036636","-0.028828","-0.032248"
"P9703","2020-04","0.052686","-0.044819","-0.023739"
"P9716","2020-04","0.037043","-0.028828","-0.032248"
"P9717","2020-04","0.057456","-0.041412","-0.025761"
"P9705","2020-05","0.011363","0.028014","-0.004954"
"P9706","2020-05","-0.002494","0.027801","-0.019722"
"P9707","2020-05","-0.038592","-0.048729","-0.034023"
"P9709","2020-05","-0.001281","0.025210","-0.018735"
"P9710","2020-05","-0.001922","0.024389","-0.019121"
"P9711","2020-05","0.111288","",""
"P9712","2020-05","-0.001941","0.027801","-0.019722"
"P9713","2020-05","-0.002627","0.026006","-0.019515"
"P9714","2020-05","-0.000782","0.025210","-0.018735"
"P9715","2020-05","-0.001429","0.024389","-0.019121"
"P9701","2020-05","-0.006626","0.033138","-0.026931"
"P9703","2020-05","0.007091","0.012073","-0.005277"
"P9716","2020-05","-0.005809","0.033138","-0.026931"
"P9717","2020-05","0.008123","0.008963","-0.003143"
"P9705","2020-06","0.149108","-0.025339","-0.020046"
"P9706","2020-06","0.060221","0.000345","-0.040253"
"P9707","2020-06","0.054203","-0.002565","-0.004513"
"P9709","2020-06","0.068181","0.007267","-0.049522"
"P9710","2020-06","0.067940","0.007335","-0.048700"
"P9711","2020-06","0.132165","",""
"P9712","2020-06","0.060670","0.000345","-0.040253"
